Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
Phel_clc_contig_23182,33.7658984498921,-1.76293605512482,0.600472814808814,-2.93591318648809,0.00332567380253489,0.0207674239793864,,,,,,,,,,,,,,
Phel_clc_contig_23194,22.8122644615259,-1.62575124561474,0.603525445381734,-2.69375758396804,0.00706515297462776,0.0372279974960305,,,,,,,,,,,,,,
Phel_clc_contig_2320,41.8637205210081,1.96845804645013,0.592058795203174,3.32476784805574,0.000884921865223092,0.00740364326305152,,,,,,,,,,,,,,
Phel_clc_contig_23205,11.6423924756807,-2.60422515893962,0.755555201394972,-3.44677020835999,0.000567330912109705,0.00521031174745825,Phel_clc_contig_23205,sp,Q9GZR5,ELOV4_HUMAN,49.16,179,83,1,576,64,132,310,4E-53,178
Phel_clc_contig_2323,103.306443066511,2.49109819158859,0.516113984010333,4.82664347172333,1.38853373472186E-06,3.46709875644675E-05,Phel_clc_contig_2323,sp,Q8R0A7,K0513_MOUSE,48.44,128,56,1,636,989,276,403,2E-31,131
Phel_clc_contig_23235,34.4184938340646,-2.97007141855991,0.686630064010522,-4.3255773002599,1.52132906467059E-05,0.000264714069321193,,,,,,,,,,,,,,
Phel_clc_contig_2325,3793.88134408324,-0.857582931577007,0.302007358386088,-2.83960939283032,0.00451688049659027,0.0263687780183891,,,,,,,,,,,,,,
Phel_clc_contig_23251,7.76931394329139,2.10735542680274,0.6868646848006,3.06807945354552,0.00215439328517429,0.0148163187842395,,,,,,,,,,,,,,
Phel_clc_contig_23259,51.6144673701151,-1.72584295525802,0.535466454123475,-3.22306456729044,0.00126826961964694,0.00983431306799547,,,,,,,,,,,,,,
Phel_clc_contig_2327,247.92311836104,1.79590314459474,0.491064673075081,3.65716216837321,0.000255023046305204,0.00269737016448768,Phel_clc_contig_2327,sp,Q6DD06,ZC3HF_XENLA,50.59,425,182,7,53,1297,1,407,7E-85,283
Phel_clc_contig_23285,7.70558070436638,-2.87192411954436,0.805874572678804,-3.56373586772667,0.000365613862374817,0.00361523749313586,,,,,,,,,,,,,,
Phel_clc_contig_23288,8.07051731494367,2.41903390637307,0.764225876379609,3.16533891502449,0.00154902406230454,0.0114973390134834,,,,,,,,,,,,,,
Phel_clc_contig_23300,11.4034745763178,-2.52771823026058,0.722262942342811,-3.4997202293965,0.000465746699143153,0.00442189263982257,Phel_clc_contig_23300,sp,O59028,MDH_PYRHO,44.44,198,109,1,594,1,12,208,6E-46,167
Phel_clc_contig_2333,48.8117384283922,-1.79902375535881,0.527164774602566,-3.41264030153591,0.000643367997424429,0.00577444508657788,,,,,,,,,,,,,,
Phel_clc_contig_23356,18.1382170155195,-1.99228396289626,0.642410951172925,-3.10126089734105,0.00192698426148698,0.0135775945699908,Phel_clc_contig_23356,sp,Q8HYJ4,FUT5_PONPY,33.46,257,152,8,1441,686,94,336,1E-27,119
Phel_clc_contig_2339,439.96992488982,1.22346830109003,0.334101380575598,3.66196721181521,0.000250285899233418,0.00265771721650736,Phel_clc_contig_2339,sp,P55036,PSMD4_HUMAN,59.42,382,131,7,2367,1225,1,359,9E-124,383
Phel_clc_contig_2341,618.995454928662,5.2748677114904,0.685713082744397,7.69252890783278,1.44254873926352E-14,2.19023105758986E-12,,,,,,,,,,,,,,
Phel_clc_contig_2343,117.133955390132,-2.28402383557061,0.525936438188375,-4.34277541871426,1.40693937949697E-05,0.000248573873031283,,,,,,,,,,,,,,
Phel_clc_contig_2344,45.470504006658,-1.37515839928061,0.458606903159053,-2.99855582157183,0.00271262458850486,0.0177636810879238,,,,,,,,,,,,,,
Phel_clc_contig_2345,383.959909889656,2.10825340998051,0.440326341072932,4.78793388749666,1.68507137229173E-06,4.0725081805053E-05,Phel_clc_contig_2345,sp,P49615,CDK5_MOUSE,80.76,291,56,0,5570,4698,1,291,8E-164,508
Phel_clc_contig_2346,230.253934373541,1.41191868035058,0.394627931847616,3.5778478065151,0.000346435064017754,0.00346748163225,Phel_clc_contig_2346,sp,O75486,SUPT3_HUMAN,48.54,239,118,2,171,881,99,334,1E-69,242
Phel_clc_contig_2347,278.263791157466,1.33893198117457,0.331407363302485,4.04013950635276,5.34194165091388E-05,0.00075221647371028,Phel_clc_contig_2347,sp,P41386,TBB_HALDI,99.35,155,1,0,640,1104,78,232,1E-107,326
Phel_clc_contig_23471,12.1445514674568,-2.6542398125911,0.730323980021271,-3.63433200223522,0.000278701788119943,0.00291183050218322,,,,,,,,,,,,,,
Phel_clc_contig_235,20725.093642128,2.8807421200126,0.708041176600109,4.06860817593325,4.72948025469556E-05,0.00067914167178456,,,,,,,,,,,,,,
Phel_clc_contig_23543,15.7843304584706,-2.00389583371327,0.706762439238767,-2.83531738878429,0.00457801790078853,0.0266206575311776,,,,,,,,,,,,,,
Phel_clc_contig_2355,410.511701308377,3.27195608523364,0.539203848560704,6.06812450238897,1.29412569684729E-09,7.14501598080468E-08,Phel_clc_contig_2355,sp,Q61321,SIX4_MOUSE,61.43,210,74,2,637,1260,99,303,8E-81,288
Phel_clc_contig_23551,8.11374533514011,2.51868896579976,0.808188225568361,3.11646332638475,0.00183034445119129,0.0130827239873115,,,,,,,,,,,,,,
Phel_clc_contig_23556,17.3504156716343,-1.76707811383851,0.679103365568809,-2.60207532966417,0.00926614964114476,0.0458726792778944,Phel_clc_contig_23556,sp,P97524,S27A2_RAT,48.47,425,214,4,67,1338,200,620,7E-125,389
Phel_clc_contig_2357,228.874624508947,-2.76266721244109,0.582433344209699,-4.74331911094435,2.10244682327251E-06,4.91711383127348E-05,,,,,,,,,,,,,,
Phel_clc_contig_23589,10.3469578687014,-2.1569670826642,0.725201071366036,-2.97430211817143,0.0029365579086054,0.0188884782184195,,,,,,,,,,,,,,
Phel_clc_contig_2359,1341.45922794284,1.06157106099749,0.407283887871435,2.60646466165289,0.00914822632950267,0.0454134941742676,,,,,,,,,,,,,,
Phel_clc_contig_2360,119.311809425622,5.08779536909629,0.45106606838916,11.2794903577335,1.65703144548979E-29,1.73316283467979E-26,,,,,,,,,,,,,,
Phel_clc_contig_2365,688.047561070707,4.2407614234812,0.504380017425605,8.40786961610093,4.17524912098771E-17,9.35802561914709E-15,Phel_clc_contig_2365,sp,Q2HJ57,COTL1_BOVIN,47.18,142,70,2,465,890,1,137,5E-32,123
Phel_clc_contig_23652,17.1997558296967,-2.32122913325746,0.676058366937456,-3.43347445542702,0.000595898350584868,0.0054119528444097,,,,,,,,,,,,,,
Phel_clc_contig_23671,11.4719870735268,-1.73605893445668,0.675735137104275,-2.56914113108903,0.0101950927256859,0.0493046521311299,,,,,,,,,,,,,,
Phel_clc_contig_23709,14.3663223064276,-1.73128661978968,0.628241373905654,-2.75576663954271,0.00585547566772585,0.0322625227966856,,,,,,,,,,,,,,
Phel_clc_contig_2371,632.086057437271,4.03350988022491,0.59071847592152,6.82814241408759,8.60211716707776E-12,8.01742870814718E-10,,,,,,,,,,,,,,
Phel_clc_contig_23728,43.7081521697391,-2.41679624354896,0.562510587788104,-4.29644578434026,1.7355839076315E-05,0.000298137210118414,,,,,,,,,,,,,,
Phel_clc_contig_23747,21.6100460384933,-2.01913818907988,0.718626086368463,-2.80972014150431,0.0049584595582329,0.0282716287410209,,,,,,,,,,,,,,
Phel_clc_contig_2376,86.6437234600806,-1.0906183367645,0.419607125312367,-2.59914160407217,0.0093457212170559,0.0461815993053836,Phel_clc_contig_2376,sp,Q5M8V8,RBTN2_XENTR,59.71,139,55,1,763,347,8,145,2E-53,182
Phel_clc_contig_23789,31.631800142763,-1.93174538793121,0.589142063163586,-3.27891269137717,0.00104207870838534,0.00840583369441762,,,,,,,,,,,,,,
Phel_clc_contig_2379,575.142183620832,3.62268554705887,0.49368101259045,7.33810994279457,2.16631190444208E-13,2.70399168330003E-11,Phel_clc_contig_2379,sp,Q6KAR6,EXOC3_MOUSE,24.84,636,400,17,43,1821,124,724,1E-47,184
Phel_clc_contig_23807,27.1148627094526,-2.1515788684452,0.656431809726896,-3.27768830907257,0.00104660894389022,0.00843153897587553,,,,,,,,,,,,,,
Phel_clc_contig_2383,403.586701898652,1.97788486233481,0.448277306384495,4.41219047711139,1.02330025370381E-05,0.000189250234543041,,,,,,,,,,,,,,
Phel_clc_contig_2388,228.400474632137,2.35590651077198,0.538415355936089,4.37563023564958,1.21082121474934E-05,0.000217520334065704,,,,,,,,,,,,,,
Phel_clc_contig_23881,7.38149442203988,-3.01044079471639,0.796532665058223,-3.77943168783459,0.000157186708361179,0.00183355276227752,,,,,,,,,,,,,,
Phel_clc_contig_23884,35.4967548917675,-1.79696723211919,0.624131595962276,-2.87914799337895,0.00398751164963998,0.0238705506606588,,,,,,,,,,,,,,
Phel_clc_contig_2389,237.375566744199,2.96470375750499,0.694863976293769,4.26659584990717,1.98478242367814E-05,0.000330978730651801,Phel_clc_contig_2389,sp,P28175,LFC_TACTR,31.12,331,190,11,2016,1054,713,1015,1E-30,132
Phel_clc_contig_2391,282.150755606312,1.65711570915922,0.478047244884546,3.46642664902176,0.000527425622991052,0.00489637189548941,,,,,,,,,,,,,,
Phel_clc_contig_2392,379.218195392179,1.73802833144167,0.520274473791386,3.34059889345747,0.00083597902213213,0.0070736975504187,Phel_clc_contig_2392,sp,Q00612,G6PD1_MOUSE,70.04,484,145,0,136,1587,30,513,0,754
Phel_clc_contig_23946,20.8517225454208,-1.86456509951724,0.576908321876008,-3.23199549878911,0.00122928992479205,0.00957148114725393,,,,,,,,,,,,,,
Phel_clc_contig_2395,1665.56124908079,1.4448991818093,0.36948878192832,3.91053599589287,9.20915342402621E-05,0.00117555280482917,,,,,,,,,,,,,,
Phel_clc_contig_23978,19.7578478637183,-1.98515004594374,0.726978648106317,-2.73068549002751,0.00632027551477267,0.0341255679473059,,,,,,,,,,,,,,
Phel_clc_contig_23995,13.2040656188983,-2.46688137459996,0.722943089890831,-3.41227602711089,0.000644228430743753,0.00577566126933935,,,,,,,,,,,,,,
Phel_clc_contig_23998,20.6855300610132,-2.10328020971861,0.593870581375305,-3.54164741558298,0.000397636598711152,0.00387891411602842,,,,,,,,,,,,,,
Phel_clc_contig_2405,807.68908629617,3.32075752689304,0.523199936391694,6.34701439337896,2.1953359899172E-10,1.47334429534227E-08,,,,,,,,,,,,,,
Phel_clc_contig_2406,1158.6984477242,5.48854341480599,0.5765413275959,9.51977447599893,1.73555295319978E-21,7.42619442043005E-19,,,,,,,,,,,,,,
Phel_clc_contig_2407,290.33208995363,1.56753676766944,0.468291818810085,3.34735031598992,0.000815880356743566,0.00694420410326,,,,,,,,,,,,,,
Phel_clc_contig_24079,41.2995968843742,-2.72923010153984,0.721570077997078,-3.78234933066459,0.000155355129865802,0.00181669008073506,,,,,,,,,,,,,,
Phel_clc_contig_2408,345.535405117068,-2.18645207886283,0.359553179066561,-6.08102557885622,1.19416238580786E-09,6.73128599928283E-08,Phel_clc_contig_2408,sp,A9MH27,GHRA_SALAR,33.05,236,148,3,446,1147,85,312,3E-26,115
Phel_clc_contig_24090,51.0218357133099,-1.62589659928065,0.549154826673939,-2.96072531881072,0.0030691553061453,0.0195675539955291,,,,,,,,,,,,,,
Phel_clc_contig_241,104.809374282416,-1.79559357896096,0.544958414528637,-3.29491853156184,0.00098450217248693,0.00806580609286833,,,,,,,,,,,,,,
Phel_clc_contig_24110,32.6768078077935,-1.96025669884079,0.626471331757586,-3.12904453798583,0.0017537572373037,0.0126554187453878,,,,,,,,,,,,,,
Phel_clc_contig_24118,26.1479667384939,-2.20788131506661,0.631362970381483,-3.49700793147966,0.000470507843102435,0.00445138249351233,,,,,,,,,,,,,,
Phel_clc_contig_2413,12118.9857843637,-1.71805970326607,0.431870434577152,-3.97818319040116,6.94438609761116E-05,0.00093789065322615,,,,,,,,,,,,,,
Phel_clc_contig_24134,10.0327741673624,-2.04524471103614,0.707313424846706,-2.89156778196229,0.00383324895011032,0.023168082819816,Phel_clc_contig_24134,sp,Q86GC8,ACES_CULPI,41.08,314,166,8,181,1104,127,427,6E-63,219
Phel_clc_contig_2414,79.6157828042845,2.15553749471401,0.760175088453475,2.83558028598294,0.00457425162488576,0.0266172946327618,,,,,,,,,,,,,,
Phel_clc_contig_24182,27.7420209959943,-3.32851961915159,0.663062736723326,-5.01991657018794,5.16939263541799E-07,1.46352113003029E-05,,,,,,,,,,,,,,
Phel_clc_contig_24186,23.8957807141748,-2.20683849759078,0.633837775967333,-3.48170869781752,0.000498225369405292,0.00465975610024513,,,,,,,,,,,,,,
Phel_clc_contig_2421,141.284764219548,-1.36431926504872,0.411507314890384,-3.31541922994039,0.000915057803082742,0.00761009447686296,,,,,,,,,,,,,,
Phel_clc_contig_24226,17.8549023249951,-3.44009688730514,0.750326040347622,-4.58480274216708,4.54415233731457E-06,9.42210969764552E-05,Phel_clc_contig_24226,sp,Q9DBB9,CPN2_MOUSE,30.61,392,239,8,2227,1130,82,466,2E-35,145
Phel_clc_contig_24228,16.208245157991,-1.86336871305279,0.627791377586464,-2.96813365009327,0.00299614023548216,0.019193035799055,,,,,,,,,,,,,,
Phel_clc_contig_2423,30.7793946457025,6.41915918095257,0.684254454483928,9.38124573232623,6.51978027162396E-21,2.40682163086009E-18,,,,,,,,,,,,,,
Phel_clc_contig_24261,7.00432569040804,-2.46011707579375,0.789656281080876,-3.11542773069108,0.00183678351306484,0.0131193853808764,Phel_clc_contig_24261,sp,Q09575,YRD6_CAEEL,32.69,260,163,7,122,868,746,1004,4E-33,138
Phel_clc_contig_2427,93.9360529301119,2.60117617640921,0.696447716253106,3.73491952906897,0.000187775220413083,0.0021093341734589,Phel_clc_contig_2427,sp,A0JM12,MEG10_XENTR,33.77,231,123,4,1144,464,136,340,2E-24,111
Phel_clc_contig_24276,8.14574453315363,-2.41565169489543,0.788285207317165,-3.06443869867457,0.00218078861906726,0.0149681762053151,,,,,,,,,,,,,,
Phel_clc_contig_2430,426.906463821768,2.72437174731722,0.54080533685526,5.03761993762715,4.71356203670228E-07,1.35277793391759E-05,,,,,,,,,,,,,,
Phel_clc_contig_24312,8.48586234982433,-1.97081830148361,0.752991538125162,-2.61731799322826,0.00886237368808388,0.0443283500067894,,,,,,,,,,,,,,
Phel_clc_contig_2434,47.4450670803028,1.63315745350756,0.545203566034411,2.99550031447242,0.00273995018818478,0.017892834614275,,,,,,,,,,,,,,
Phel_clc_contig_2435,33.6326417915217,-2.77458650584642,0.727442456598911,-3.81416630370838,0.00013664343277482,0.00163442560918141,,,,,,,,,,,,,,
Phel_clc_contig_2436,19.4088469962165,-1.80739187600046,0.667076017422151,-2.70942415676245,0.00674001128857309,0.0359270080775667,,,,,,,,,,,,,,
Phel_clc_contig_24365,7.38438688875474,-2.17739015094245,0.803148090333121,-2.71106932476094,0.00670666026546558,0.0357943442737455,,,,,,,,,,,,,,
Phel_clc_contig_2438,47.2974060518646,2.27371181397377,0.663932530439523,3.42461275766767,0.000615676296359505,0.00557008055336876,Phel_clc_contig_2438,sp,Q17QJ5,TSN5_BOVIN,43.77,265,144,2,1607,813,7,266,1E-44,165
Phel_clc_contig_244,470.531801550105,4.24005500216489,0.404293568390864,10.4875648134617,9.85352322349125E-26,5.98426715253773E-23,,,,,,,,,,,,,,
Phel_clc_contig_24401,10.4413703376402,-2.34845570675325,0.706014428807809,-3.32635653171976,0.000879893027774341,0.00737462141106441,,,,,,,,,,,,,,
Phel_clc_contig_24431,12.1712217307512,-2.86125367694341,0.727594830475574,-3.93248214129453,8.40732274666139E-05,0.00109691382779899,,,,,,,,,,,,,,
Phel_clc_contig_2447,120.338536527875,2.48843967566508,0.619930061519295,4.01406518271841,5.96818532836971E-05,0.000824985500566935,,,,,,,,,,,,,,
Phel_clc_contig_2449,167.728365195532,1.9306315648993,0.576139647815054,3.35097848624202,0.000805265581773431,0.00687561682904689,Phel_clc_contig_2449,sp,Q9Z2K9,IDHC_MICME,76.55,371,86,1,114,1226,4,373,0,612
Phel_clc_contig_24493,8.30603341084736,-2.27280600664908,0.74402710871342,-3.05473547943602,0.00225259101604337,0.0153657721228437,,,,,,,,,,,,,,
Phel_clc_contig_24537,19.0799992382047,-2.0275040204837,0.699240164776414,-2.89958174975833,0.00373660891784851,0.0227005924802626,,,,,,,,,,,,,,
Phel_clc_contig_2456,1198.35163814982,-1.19930926271243,0.324895151830945,-3.69137321980254,0.000223046567434357,0.00243437549280384,,,,,,,,,,,,,,
Phel_clc_contig_2458,406.34831497756,2.06749748521679,0.342100361805226,6.04354077355204,1.50768251587342E-09,8.25149381579911E-08,,,,,,,,,,,,,,
Phel_clc_contig_24582,7.86800401745175,-2.10125137460998,0.766475743684385,-2.74144536461055,0.00611695327634442,0.0333325265799527,Phel_clc_contig_24582,sp,Q9HAC7,CG010_HUMAN,44.53,128,71,0,1160,777,312,439,1E-32,131
Phel_clc_contig_2459,709.128646300515,3.28626565555107,0.596019499770838,5.51368815418723,3.51390992677219E-08,1.38113532758539E-06,Phel_clc_contig_2459,sp,Q0VA61,HYOU1_XENTR,58.12,191,73,2,2,574,382,565,1E-54,208
Phel_clc_contig_24596,6.931571111331,-1.99496506739022,0.762615249319469,-2.61595223695101,0.00889790033536238,0.0444643803848928,,,,,,,,,,,,,,
Phel_clc_contig_246,79.4206542936849,-1.33110938521582,0.432543318179235,-3.07740133593797,0.0020881395193262,0.0144587726113844,,,,,,,,,,,,,,
Phel_clc_contig_24602,11.8577895207849,-1.95541448171796,0.716423810221242,-2.72941023709709,0.00634477196530149,0.0342370369133652,,,,,,,,,,,,,,
Phel_clc_contig_2461,412.556286998553,0.967124939930312,0.309875097468744,3.1210153633848,0.00180228631261979,0.0129361968767415,,,,,,,,,,,,,,
Phel_clc_contig_24610,30.4058504016219,-2.12606727488874,0.626474158400939,-3.39370307039557,0.00068954413476666,0.00610345436072022,,,,,,,,,,,,,,
Phel_clc_contig_24616,12.858200344644,-2.69054129679448,0.697394754865878,-3.85798900554095,0.000114323789286367,0.00141046787738822,,,,,,,,,,,,,,
Phel_clc_contig_24625,116.208267360856,-1.46185891830611,0.503296245650866,-2.90456948753041,0.0036775855974826,0.0224506822450729,,,,,,,,,,,,,,
Phel_clc_contig_24630,29.2793744454518,-1.72085479282737,0.57183558955058,-3.00935238077755,0.00261805270033706,0.0172826361112363,,,,,,,,,,,,,,
Phel_clc_contig_2464,359.730492321454,1.64300233870526,0.487327043062676,3.37145734490656,0.000747716165391326,0.0064793890362099,,,,,,,,,,,,,,
Phel_clc_contig_2465,116.38641827918,2.44480039524727,0.540317707609102,4.52474601668243,6.04680777473036E-06,0.000122149409844258,,,,,,,,,,,,,,
Phel_clc_contig_24666,33.3955922960967,-2.05942350495994,0.563453912325803,-3.65499903347753,0.000257182946830069,0.00271563844081307,,,,,,,,,,,,,,
Phel_clc_contig_2468,126.837796573072,1.93073782327604,0.43929740380718,4.39505857886539,1.10742885926352E-05,0.00020222660653108,,,,,,,,,,,,,,
Phel_clc_contig_24694,26.5630442934046,-3.36175508460947,0.649116151534982,-5.17897309543113,2.23110640643356E-07,6.931524804278E-06,Phel_clc_contig_24694,sp,P04323,POL3_DROME,27.9,491,309,11,2151,802,400,886,4E-38,157
Phel_clc_contig_247,3103.18266375574,3.4790973801411,0.651351699616593,5.34134996836426,9.22569529776587E-08,3.19287068696761E-06,,,,,,,,,,,,,,
Phel_clc_contig_2471,1589.48594147379,1.10932034988784,0.394351297124625,2.81302574120167,0.00490777222355443,0.0280250614658354,,,,,,,,,,,,,,
Phel_clc_contig_2473,250.488356544241,1.77002297948686,0.574112853909714,3.08305756861737,0.00204885515569174,0.0142443855303576,,,,,,,,,,,,,,
Phel_clc_contig_24757,16.3537305297958,-3.05984096611182,0.722550200044771,-4.23477976467548,2.28775807482042E-05,0.000374535837170818,,,,,,,,,,,,,,
Phel_clc_contig_24759,14.1306200588848,-2.2032299520222,0.745840245066347,-2.95402395700196,0.00313659655333443,0.0198793113978142,,,,,,,,,,,,,,
Phel_clc_contig_248,26166.6845194387,-1.1134994438655,0.331930236118457,-3.354618900907,0.000794743904452368,0.00681669407249419,,,,,,,,,,,,,,
Phel_clc_contig_2485,60.2816572947675,-1.3508799738157,0.494108494622549,-2.73397439735912,0.0062574909806394,0.0339020957388484,,,,,,,,,,,,,,
Phel_clc_contig_24867,14.2780338346781,-1.71353885615295,0.668009300968202,-2.56514221234551,0.010313352476141,0.0497233001455328,,,,,,,,,,,,,,
Phel_clc_contig_24878,20.7216301987154,-1.58004775622105,0.546290765541842,-2.89232009011514,0.00382408126352074,0.0231275226303581,Phel_clc_contig_24878,sp,Q8K4T5,DUS19_MOUSE,50.51,198,94,2,149,730,3,200,1E-53,189
Phel_clc_contig_24886,11.5618970066379,-2.06052866618481,0.800273495034611,-2.57478059559587,0.0100303690888912,0.0487207840135588,Phel_clc_contig_24886,sp,P30042,ES1_HUMAN,70.93,172,46,1,267,782,58,225,2E-82,255
Phel_clc_contig_2491,268.488131686497,-1.78549319857333,0.424771875217193,-4.20341671081773,2.6291592202235E-05,0.000420196779619252,,,,,,,,,,,,,,
Phel_clc_contig_24931,65.5999858833609,-2.23714112781339,0.604600208654598,-3.70019906673808,0.000215430409977017,0.00236772231677601,,,,,,,,,,,,,,
Phel_clc_contig_2495,369.386082050634,1.80171555239322,0.521956654259419,3.45184899491241,0.000556759222463319,0.00512071611202585,Phel_clc_contig_2495,sp,Q5ZIJ9,MIB2_CHICK,46.05,823,374,12,1,2355,160,950,0,712
Phel_clc_contig_24950,10.2962432022266,-1.91163006132128,0.708783729800638,-2.69705691728981,0.00699553122111249,0.0368921194117325,,,,,,,,,,,,,,
Phel_clc_contig_2496,53.4301591705114,1.71871088638875,0.535346380544526,3.2104651284661,0.00132520346498515,0.0101918323673511,,,,,,,,,,,,,,
Phel_clc_contig_2497,871.260190867205,1.1045434551018,0.404397697252719,2.73132973457943,0.00630793255473822,0.0341066761080002,,,,,,,,,,,,,,
Phel_clc_contig_25013,22.5655105731067,-2.51986692424547,0.637762186864064,-3.95110744435302,7.77903882223601E-05,0.00102653167358829,,,,,,,,,,,,,,
Phel_clc_contig_25027,7.50722675280356,-2.46278400317431,0.776532447509287,-3.17151461097813,0.0015164623934264,0.0113211997142846,Phel_clc_contig_25027,sp,Q4V8S3,TM242_DANRE,44.25,113,61,1,357,695,24,134,2E-23,97.8
Phel_clc_contig_2509,4919.06444436395,-2.3235120264792,0.358223859300239,-6.48620120116507,8.8027596247453E-11,6.49919825314039E-09,,,,,,,,,,,,,,
Phel_clc_contig_2510,92.8805054163747,1.1645160269092,0.383267233067876,3.03839182282241,0.00237844481436509,0.0160153721459412,,,,,,,,,,,,,,
Phel_clc_contig_25105,14.3215755005104,-1.92177024883166,0.722032956118134,-2.6616101558074,0.0077767890001171,0.0402235182706606,,,,,,,,,,,,,,
Phel_clc_contig_2511,93.7754722827059,1.24382464113911,0.480678186437966,2.58764528167252,0.00966344356280074,0.0473452346835975,,,,,,,,,,,,,,
Phel_clc_contig_25152,58.4277456400455,-2.78920619542523,0.560889839442354,-4.97282353732473,6.59847194945972E-07,1.78514711506385E-05,,,,,,,,,,,,,,
Phel_clc_contig_2516,1586.57632860342,1.2790445042614,0.415257605413411,3.08012300698995,0.00206915119391893,0.0143536881090315,,,,,,,,,,,,,,
Phel_clc_contig_2518,122.332883375425,2.40211206927186,0.708267790608042,3.39153086039628,0.00069503335459592,0.00614049411871299,,,,,,,,,,,,,,
Phel_clc_contig_25204,9.67197080122255,-3.21634096306928,0.790657366132649,-4.06793271123421,4.74320729764284E-05,0.000680124629038246,,,,,,,,,,,,,,
Phel_clc_contig_25210,34.156076665136,-2.46240300972227,0.621976839196286,-3.95899469971288,7.52659069634674E-05,0.0010028529585288,Phel_clc_contig_25210,sp,P08594,AQL1_THEAQ,46.62,399,195,9,1643,489,2,396,1E-82,273
Phel_clc_contig_25224,13.0385366281588,-2.20793439901715,0.652557592926557,-3.38350886258961,0.000715658976856113,0.00629024815932308,,,,,,,,,,,,,,
Phel_clc_contig_2523,73.9304754345537,-1.81560589943777,0.597420513874257,-3.03907525314726,0.00237305569082942,0.0160087548533545,,,,,,,,,,,,,,
Phel_clc_contig_2524,68.9348357239475,-1.63460333420067,0.433228724143762,-3.77307238210329,0.000161249481435515,0.00186948077873259,,,,,,,,,,,,,,
Phel_clc_contig_25272,8.16290203385669,-2.6315462073911,0.764934143923339,-3.44022583943491,0.000581228967850531,0.00530946034823966,,,,,,,,,,,,,,
Phel_clc_contig_2528,216.22957874381,-2.46974970282847,0.360788064253028,-6.84543073214413,7.62461057999514E-12,7.15654891421076E-10,Phel_clc_contig_2528,sp,Q29RH4,THOC3_BOVIN,77.39,314,69,2,150,1088,38,350,5E-176,518
Phel_clc_contig_25282,7.61392384333876,-2.07356642487034,0.768102362288554,-2.69959646874691,0.00694236253496578,0.0367145672600564,Phel_clc_contig_25282,sp,Q0D2E8,RFT1_XENTR,55.76,278,123,0,949,116,258,535,1E-79,261
Phel_clc_contig_25299,16.4271188701378,-2.88843249112112,0.71900953827297,-4.0172380717772,5.88842278530542E-05,0.000816357406325075,,,,,,,,,,,,,,
Phel_clc_contig_2530,49.4707449218827,-1.21164679520739,0.419894593799916,-2.88559751208598,0.00390671417112154,0.0234839424328561,,,,,,,,,,,,,,
Phel_clc_contig_25341,9.42178527198248,-2.38751781917958,0.746578011449071,-3.19794821514436,0.0013840913285434,0.0105462373483304,,,,,,,,,,,,,,
Phel_clc_contig_25352,9.37118834651377,-3.26275720298654,0.787197183634001,-4.14477753581945,3.40143766623713E-05,0.000516370639177388,,,,,,,,,,,,,,
Phel_clc_contig_25358,13.9085915121762,-2.456443893638,0.683530180102056,-3.59376069286543,0.000325939218294821,0.00330840289235044,,,,,,,,,,,,,,
Phel_clc_contig_2537,816.968032068651,2.89911584883069,0.476692460873092,6.08173211617565,1.18891089692072E-09,6.72180944634429E-08,,,,,,,,,,,,,,
Phel_clc_contig_25375,37.2519919097571,-2.36466985568866,0.691664985249685,-3.41880810235758,0.000628960665100511,0.00566305233947743,,,,,,,,,,,,,,
Phel_clc_contig_25377,8.02842085476751,-2.23749880586865,0.759319088963353,-2.94671744513016,0.00321166523239177,0.0201957319072277,Phel_clc_contig_25377,sp,Q9BWU0,NADAP_HUMAN,48.86,350,162,6,24,1037,277,621,9E-78,269
Phel_clc_contig_2545,74.1277539296929,-1.51565958475722,0.458918235141754,-3.30267892773764,0.000957659695887462,0.00788018317066139,,,,,,,,,,,,,,
Phel_clc_contig_25450,11.4741060012566,-2.3930707072783,0.734435128382302,-3.25838268731696,0.00112049192996003,0.0088860579466544,,,,,,,,,,,,,,
Phel_clc_contig_25452,44.7655114628018,-2.75174889420161,0.678518927534586,-4.05552267230062,5.00223198470553E-05,0.000710769974158875,Phel_clc_contig_25452,sp,Q8BGC3,MOT12_MOUSE,22.29,471,323,9,2151,751,6,437,4E-27,120
Phel_clc_contig_2546,147.186122924208,1.99214838104733,0.639448946257025,3.1154142839835,0.00183686725787381,0.0131193853808764,,,,,,,,,,,,,,
Phel_clc_contig_25476,27.9463904094758,-2.41106206634223,0.728604048499066,-3.30915271649814,0.000935787787760718,0.00773740741333818,,,,,,,,,,,,,,
Phel_clc_contig_2548,5090.9349000691,5.18344685386177,0.63734697766207,8.13284919444633,4.19316148265077E-16,8.05557665651694E-14,Phel_clc_contig_2548,sp,O95238,SPDEF_HUMAN,45.59,272,110,3,3347,4159,100,334,4E-65,231
Phel_clc_contig_2549,831.285618420801,1.45186953452269,0.303128133670863,4.78962317664362,1.67094801862163E-06,4.05398690033369E-05,,,,,,,,,,,,,,
